-0.043242 -0.063676
-0.043053 -0.063827
-0.042863 -0.063977
-0.042674 -0.064128
-0.042485 -0.064278
-0.042295 -0.064429
-0.042106 -0.064579
-0.041917 -0.064730
-0.041728 -0.064880
-0.041538 -0.065031
-0.041349 -0.065181
-0.041160 -0.065331
-0.040971 -0.065482
-0.040781 -0.065632
-0.040592 -0.065783
-0.040403 -0.065933
-0.040214 -0.066084
-0.040024 -0.066234
-0.039835 -0.066385
-0.039646 -0.066535
-0.039456 -0.066686
-0.039267 -0.066836
-0.039078 -0.066987
-0.038889 -0.067137
-0.038699 -0.067288
-0.038510 -0.067438
-0.038335 -0.067563
-0.038152 -0.067677
-0.037970 -0.067791
-0.037787 -0.067905
-0.037596 -0.068018
-0.037398 -0.068132
-0.037207 -0.068257
-0.037016 -0.068382
-0.036817 -0.068496
-0.036619 -0.068610
-0.036420 -0.068724
-0.036221 -0.068838
-0.036023 -0.068952
-0.035824 -0.069076
-0.035625 -0.069201
-0.035419 -0.069315
-0.035212 -0.069429
-0.035014 -0.069554
-0.034815 -0.069678
-0.034608 -0.069792
-0.034402 -0.069906
-0.034195 -0.070020
-0.033981 -0.070134
-0.033766 -0.070248
-0.033560 -0.070373
-0.033349 -0.070527
-0.033135 -0.070699
-0.032928 -0.070861
-0.032722 -0.070990
-0.032532 -0.071098
-0.032357 -0.071195
-0.032182 -0.071292
-0.032008 -0.071367
-0.031849 -0.071421
-0.031706 -0.071475
-0.031563 -0.071529
-0.031421 -0.071572
-0.031294 -0.071594
-0.031182 -0.071615
-0.031071 -0.071626
-0.030960 -0.071626
-0.030865 -0.071626
-0.030786 -0.071637
-0.030706 -0.071648
-0.030635 -0.071648
-0.030571 -0.071648
-0.030508 -0.071637
-0.030444 -0.071626
-0.030397 -0.071626
-0.030357 -0.071637
-0.030302 -0.071637
-0.030246 -0.071626
-0.030206 -0.071626
-0.030175 -0.071637
-0.030135 -0.071648
-0.030103 -0.071648
-0.030079 -0.071648
-0.030040 -0.071637
-0.030000 -0.071626
-0.029976 -0.071626
-0.029960 -0.071637
-0.029936 -0.071648
-0.029905 -0.071648
-0.029873 -0.071648
-0.029841 -0.071637
-0.029809 -0.071626
-0.029794 -0.071626
-0.029786 -0.071637
-0.029762 -0.071637
-0.029730 -0.071626
-0.029706 -0.071626
-0.029682 -0.071637
-0.029659 -0.071648
-0.029643 -0.071648
-0.029627 -0.071648
-0.029603 -0.071637
-0.029579 -0.071626
-0.029563 -0.071626
-0.029548 -0.071637
-0.029532 -0.071648
-0.029516 -0.071648
-0.029500 -0.071648
-0.029484 -0.071637
-0.029468 -0.071626
-0.029452 -0.071626
-0.029436 -0.071637
-0.029421 -0.071637
-0.029413 -0.071626
-0.029405 -0.071626
-0.029389 -0.071637
-0.029373 -0.071648
-0.029365 -0.071648
-0.029357 -0.071648
-0.029341 -0.071637
-0.029341 -0.071626
-0.029341 -0.071626
-0.029325 -0.071637
-0.029309 -0.071648
-0.029302 -0.071648
-0.029294 -0.071648
-0.029278 -0.071637
-0.029278 -0.071626
-0.029286 -0.071626
-0.029278 -0.071637
-0.029262 -0.071637
-0.029254 -0.071626
-0.029246 -0.071626
-0.029246 -0.071637
-0.029262 -0.071648
-0.029270 -0.071648
-0.029262 -0.071648
-0.029246 -0.071637
-0.029246 -0.071626
-0.029254 -0.071626
-0.029270 -0.071637
-0.029294 -0.071648
-0.029309 -0.071648
-0.029309 -0.071648
-0.029302 -0.071637
-0.029309 -0.071626
-0.029325 -0.071626
-0.029349 -0.071637
-0.029373 -0.071637
-0.029389 -0.071626
-0.029413 -0.071626
-0.029444 -0.071637
-0.029468 -0.071648
-0.029484 -0.071648
-0.029508 -0.071648
-0.029540 -0.071637
-0.029563 -0.071626
-0.029587 -0.071626
-0.029619 -0.071637
-0.029651 -0.071648
-0.029675 -0.071648
-0.029698 -0.071648
-0.029730 -0.071637
-0.029762 -0.071626
-0.029794 -0.071626
-0.029833 -0.071637
-0.029873 -0.071637
-0.029905 -0.071626
-0.029944 -0.071626
-0.029992 -0.071637
-0.030032 -0.071648
-0.030055 -0.071648
-0.030087 -0.071648
-0.030135 -0.071637
-0.030175 -0.071626
-0.030214 -0.071626
-0.030262 -0.071637
-0.030309 -0.071648
-0.030349 -0.071648
-0.030389 -0.071648
-0.030436 -0.071637
-0.030484 -0.071626
-0.030540 -0.071626
-0.030603 -0.071637
-0.030651 -0.071637
-0.030682 -0.071626
-0.030730 -0.071626
-0.030794 -0.071637
-0.030857 -0.071648
-0.030905 -0.071648
-0.030952 -0.071648
-0.030992 -0.071637
-0.031024 -0.071626
-0.031063 -0.071626
-0.031119 -0.071637
-0.031175 -0.071648
-0.031214 -0.071648
-0.031262 -0.071648
-0.031302 -0.071637
-0.031349 -0.071626
-0.031405 -0.071626
-0.031452 -0.071637
-0.031492 -0.071637
-0.031540 -0.071626
-0.031595 -0.071626
-0.031643 -0.071637
-0.031682 -0.071648
-0.031730 -0.071648
-0.031786 -0.071648
-0.031833 -0.071637
-0.031881 -0.071626
-0.031936 -0.071626
-0.032000 -0.071637
-0.032055 -0.071648
-0.032103 -0.071648
-0.032151 -0.071648
-0.032190 -0.071637
-0.032230 -0.071626
-0.032278 -0.071626
-0.032317 -0.071637
-0.032349 -0.071637
-0.032397 -0.071626
-0.032452 -0.071626
-0.032500 -0.071637
-0.032540 -0.071648
-0.032587 -0.071648
-0.032643 -0.071648
-0.032690 -0.071637
