   1.00033234183177e+00  -2.41023086192893e-04   3.81779734901500e-04  -3.19893456200759e-04  -4.68729400615819e-04   5.08014482724306e-04  -1.11693943185109e-04  -1.19334203692449e-02   5.82275844027873e-03   3.42586551911925e-02   4.82997506695133e-03   1.95990868682268e-02   2.05695602861740e-02  -3.55871726936246e-02  -4.57411886145564e-14  -9.71445146547012e-15   2.99760216648792e-15  -2.40918396343659e-14   3.89965837399586e-15  -2.13995487996499e-14  -1.34961486430996e-14  -2.81314164976232e-02  -1.47025624059891e-02  -6.61999963407212e-03   2.11731297231879e-02   9.59629684170871e-03  -6.94504183419227e-02   9.24181009493097e-03  -1.51826923674875e+00  -1.24432543049771e-02   5.31231720060676e+00  -1.30917827738692e-01  -1.12082065928702e+00   1.55360126520841e+00  -2.00000843347281e+00  -4.96065546104429e-03  -4.43760577538832e-03  -8.81972791156116e-03   9.89149349799234e-03   8.09834949391242e-04  -6.68543090828244e-03   1.66672825416948e-02  -1.45073384529092e-02   1.35866409028058e-02   5.58212169778725e-02  -6.04480938625147e-02  -1.70957906862689e-01   1.88568705045983e-01   7.90478793533111e-14
  -2.93942227154620e-04   1.00059570595294e+00   1.85622153698972e-03   2.24273224027627e-04  -2.02223351950437e-03   1.80297810512542e-04   2.02353492244178e-04  -3.59684683868987e-02   4.41820763028793e-02   1.64994785193458e-01   3.56305026825503e-02  -1.92417079388858e-01   2.97468421092982e-02  -7.58387826018175e-02  -3.85247389544929e-14   6.21724893790088e-15   1.85851334322251e-13   3.00648395068492e-13   2.15660822533437e-14  -9.42301792150602e-14   4.77395900588817e-15   5.62939279933801e-02   1.13873217688933e-02   3.50612217965924e-02   3.27565360700959e-02  -6.95304828193350e-02  -9.33622634349121e-02   1.36996444474576e-01  -3.25595821384702e+00   9.52178725492712e-02   1.40770023274213e+01   2.20044523372007e-01  -7.86134406697064e+00   4.53856554422785e-01  -8.70315832662911e-01   1.65413028775796e-03  -7.67290698117584e-03   7.62376388315644e-03  -2.93555371683207e-03   3.24756518035834e-02  -2.55431238958899e-02   8.35286987955777e-02  -3.11446148634071e-02  -1.20789259162768e-03   1.22566658908774e-02  -1.58557637844472e-01   2.98018953796895e-02   3.94096597653739e-02   3.00204305858642e-13
  -7.43259908949412e-04   1.81532239736271e-04   1.00194932196044e+00  -4.43603599677544e-04  -1.50982652345100e-03  -8.03640065498712e-05   1.04853464981858e-03  -6.16095431864483e-02   1.63668356474515e-02   1.68324360943661e-01  -9.47347185328370e-03  -1.40646696055702e-01   1.90603071957166e-02   2.92670924834167e-02   1.38999922683070e-13   5.77315972805081e-14   3.21520587931445e-13   8.49098569233320e-13   9.41469124882133e-14  -5.39568389967826e-14   7.28861415666415e-14   1.02801084500950e-01   9.77329978702812e-03   6.52597361747951e-02   2.88814705264713e-02  -4.49505963855330e-02   1.90911130803215e-02   5.21074902959811e-02  -4.49721662124909e+00   3.78945494489749e-02   1.86438840048862e+01  -1.35192839563985e-02  -9.87919561389091e+00   3.88693310327596e+00   2.37055737940335e+00   9.10243308399394e-03  -4.32756596425321e-03   1.71233218130169e-02   1.10051620105116e-02   4.49386854357350e-02  -1.49679866956234e-02   1.59877987552503e-01   1.90747983846791e-02  -2.20083413365550e-02   5.46004625315284e-02  -1.27282466488712e-01  -1.01260480314235e-01   5.38428255674681e-01  -5.25801624462474e-13
   9.64114348711576e-04   1.56727017682101e-04  -2.23829850601476e-03   9.99734833002492e-01   7.89173568470858e-04  -9.02569063299552e-04   1.27825998211506e-03   3.20161481504422e-02  -1.17332177720385e-02  -1.28220692435218e-01  -1.18270117185488e-02   8.04907830988350e-02  -4.56178838040555e-02   1.58353048414231e-01  -1.83852932877926e-13  -1.32338584535319e-13  -5.87974113841483e-13  -1.43351996939600e-12  -2.12274642308330e-13   3.55271367880050e-14  -2.06945571790129e-13  -8.54763750090513e-02  -8.89538758713115e-03  -1.26924415086023e-01   5.57181010376553e-02  -7.92185042441815e-02  -1.78421814653916e-01   5.93715138063544e-03  -1.16028019892258e+00  -4.75712506897885e-03  -5.97815296808824e+00  -1.66266594331034e-01   3.43044941491127e+00  -2.34084552790421e+00   4.36792066932924e+00  -9.34755505321405e-03   1.30945070862580e-02  -7.22677623051027e-03  -4.01292900961483e-02  -3.43154881849230e-02  -1.51698934306523e-02   5.40847404048455e-02  -8.14935120112468e-02   4.06756773988164e-02   1.55741321994753e-02  -1.37213406908252e-02   1.36456191748373e-01  -6.57409990827560e-01   1.52056145452661e-12
  -3.54212520749186e-04   1.75118924673257e-04   1.02945986989766e-03   5.22359344699908e-04   1.00118536575213e+00   1.47264009541459e-04  -1.52739374249933e-03   3.91634394325013e-02   9.15691920336806e-03   2.64169180986442e-02   1.36882847806224e-02   9.33797322910701e-02   1.43638770459008e-02  -2.14648735697068e-01   1.12798659301916e-13   3.33066907387547e-14   2.55795384873636e-13   5.89750470680883e-13   9.33697563709757e-14  -6.21724893790088e-15   1.07469588783715e-13   5.31929859062714e-02   6.29774229125957e-03   1.18548310510221e-01   1.89957004987491e-02   2.84176451965124e-02   1.60640203593857e-01  -2.50368309513647e-02   5.59022972333076e+00   4.01525370454134e-02  -8.04160540690759e-02   1.33973051870804e-01   1.64242375687374e+00   1.10154696938071e+00  -1.22147765743744e+01   4.24823672420693e-03  -6.19671430408886e-03  -1.33976743852315e-03  -5.67397016603799e-04   2.55746099311338e-03   8.46569734732583e-03  -1.25361813709310e-01   4.85932159090994e-02  -5.09045334664826e-02  -3.86962233737513e-02   7.34299761843360e-02  -2.30266923721160e-01   3.43772512113151e-01  -8.10018718766514e-13
  -6.41012939331276e-04   2.23541213308920e-04   6.11486725624388e-04   7.70123155788838e-04   1.07242085638148e-03   9.99849928286451e-01   1.10106377630359e-03   3.09251323069324e-02  -1.40744034119281e-02  -3.88038687625993e-02   2.29286442136458e-02   2.23862356299205e-02  -1.42721917528146e-02   5.42693057710635e-02  -2.70894418008538e-14  -8.88178419700125e-15   8.97060203897126e-14   1.42108547152020e-13   1.36557432028894e-14  -1.64313007644523e-14   1.34892097491957e-14   6.31363878987941e-02   1.43496410290425e-02   1.19779279513153e-01   3.97413038489276e-02  -6.76981178164340e-02   9.57546809847827e-02   1.29890964042886e-01   3.29692715013269e+00  -1.27229243678828e-02   4.08894265755697e+00   1.36477110618749e-02  -1.30056643220584e+00  -3.11962931399734e+00  -1.23098019139593e+00   1.22945724409718e-03   1.59008861875520e-03   1.12087456266181e-02  -6.36585741934415e-03  -1.83692972869096e-02   1.48642961085201e-02  -7.96015976617572e-02  -1.82232022699962e-02  -2.98496351124022e-02  -2.45483002582496e-02  -3.70781301169210e-03   3.29578281971742e-01  -5.05496421115840e-01  -2.84217094304040e-14
   2.80627524398724e-04   3.15492656213223e-05  -1.03229726099840e-03   5.37739473855936e-05  -5.27683885680474e-04  -6.38996491574062e-04   1.00083048933482e+00   1.42984536169761e-02  -7.33991503396466e-03  -6.08144043224412e-02  -7.91518693312415e-03  -5.57401105398311e-02  -4.42578066491818e-02   1.45479094828899e-01   3.55271367880050e-15  -7.99360577730113e-15  -1.31894495325469e-13  -2.85105272723740e-13  -3.18634008067420e-14   3.06421554796543e-14  -2.41473507855972e-14  -4.47360984795218e-02  -5.05773068307391e-03  -6.02703746371986e-02  -1.30308634595622e-02   1.62440592646718e-02   1.75074495939498e-03   2.20633348841943e-02  -8.59078547483875e-01  -3.94418523595919e-02  -6.51130884417162e+00   1.04813457140997e-01   6.36147478407793e-01  -3.82361004622430e+00   6.08204111371376e+00  -5.73460378757407e-03  -5.68446217346974e-04  -1.05711717859123e-02  -1.04964106185119e-02  -2.10299158660057e-02   1.51381978138971e-02   2.53254776194987e-02   1.11083423593223e-02  -1.67247219874582e-02   7.60696096957325e-03   6.85961253812568e-02   1.63709676218964e-01  -1.58535595378879e-01   2.27373675443232e-13
   9.98003881921639e-03  -4.50660771598166e-05   5.56544465396325e-04  -1.72711667914882e-04  -8.98979948080081e-04   3.74678984835342e-04   1.42843674272530e-04   9.85744381462348e-01   3.06792810512864e-03   4.18833041689346e-02  -2.94326138834299e-03  -6.76275862797013e-02   2.00263875745338e-02   9.73911447249443e-04  -7.99360577730113e-15   5.21804821573824e-15   4.34097202628436e-14   8.74855743404623e-14   6.78623823802127e-15  -1.82631687550838e-14   2.41473507855972e-15   7.96873976633341e-02   2.11455768271085e-03   1.46089838237753e-02   8.81323624057018e-04  -2.01453815788799e-02  -4.77245647238860e-02   5.91490469918909e-04   2.24446917299892e-01   3.95759737653267e-03   3.47925836132181e+00  -3.97395214137850e-02  -2.44719490882464e+00   1.58125590693622e-01   4.14127169477887e-01  -6.25223865441638e-03  -2.96597972746504e-03   7.47788566993801e-03  -4.15512547131947e-03   1.49114471362561e-02  -6.37818507074783e-03   7.74099586697047e-03   7.61548240885201e-03  -2.75031371417267e-04   2.36695929538913e-02  -5.18643396883574e-02  -1.24410244450597e-02   8.51840839442457e-02   1.24344978758018e-14
  -8.18468215574297e-05   1.01741893288865e-02   1.53619180046860e-04   2.68684184791645e-04  -4.93738216287287e-04  -8.36782001103487e-05   1.51244307755594e-04  -5.57218483860299e-03   1.00652478615838e+00   2.41807488418648e-02   1.36839077995765e-02  -5.43649112071672e-02  -5.16424481822814e-03   2.81521636344369e-02   5.54556400800266e-14   6.66133814775094e-15  -7.10542735760100e-15   1.31561428418081e-14   4.57966997657877e-15   2.01227923213310e-14   2.12295458990042e-14   2.29512162936771e-02   2.42838912211398e-02   4.17354091580346e-02  -1.42320471187745e-02  -3.71039483196656e-02   4.64697177916484e-02   2.54533238488257e-02  -1.16196155362012e+00   3.87919102791111e-02   1.06058109767726e+00   2.40824443237797e-01   1.91964689843351e-01  -1.68555914551365e+00   5.74477345430832e-01   6.22428603800607e-03   8.09571975464229e-03  -6.46826456411453e-04  -7.23441263166397e-03  -1.28472141470006e-02   1.33731694763144e-02  -3.22291315946164e-02   2.18870889393369e-02  -1.84803346427558e-02  -5.01148763966275e-03   5.26578143431824e-02   9.80027405967310e-02  -1.09551355145799e-01  -8.88178419700125e-14
   8.46689823108537e-05  -6.46288065315748e-05   1.04070142606205e-02  -1.46911937386918e-04  -7.84402325742284e-04   3.62501878294452e-04   1.21169761281070e-04   5.50335280842039e-03   2.09451665803448e-03   1.01395313297192e+00  -4.78620775881902e-03  -5.18149298389538e-02   1.82037773456793e-02  -1.25695762551592e-03  -1.06026298851702e-14   3.74700270810990e-15   2.23154827949656e-14   4.47974990436251e-14   2.72004641033163e-15  -1.09495745803656e-14  -3.92047505570758e-16  -6.73671705055057e-04   1.38127007658384e-03   5.43142545766822e-02   3.41467342435919e-03  -1.62117165191757e-02  -3.42910552926945e-02   1.57932007165131e-02  -8.79932492453115e-02  -2.36940466382396e-04   3.93151649316949e+00  -5.81372210072132e-02  -2.04489367453545e+00   1.01209787035085e-01   5.15439624407961e-01  -3.97956031622793e-03  -5.16200867716066e-03  -1.23716463274510e-02  -5.14472990873388e-03   1.54704133841317e-02  -4.93775325269086e-03   1.24351307517523e-02   1.76017170290829e-03   1.15405669995361e-02   2.46934363991553e-02  -2.59120573199362e-02   2.18313901295635e-02   1.14531656889886e-01   1.33226762955019e-14
